,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
39,-0.5144974885125644,0.1242173424127828,-0.4896008357796802,-0.5147328777736812,-0.5110866018504837,-0.45854785507861806,-0.329011347106149,-0.46871909065035966,-0.4891748689662226,1.6321398620528378,-0.35882902404818395,2.855772130391262,-0.4779293450909408
40,-0.5082544891498217,0.12914890125711595,-0.48345765518356,-0.5085400887921651,-0.5049010102889505,-0.44881838924408307,-0.37420027488844987,-0.4626171287367628,-0.48303252919019385,1.6340949177734192,-0.35294397522014054,2.855226821118456,-0.49170509945486407
41,-0.4487752045371822,-0.44989262083409826,-0.38930452752203043,-0.44989262083409826,-0.44596447817073986,-0.39053207210432994,-0.4244649116293231,-0.3997307651135471,-0.4235880940705377,1.5930922911357703,-0.2929422778115204,2.9294499324805248,-0.4074546509888873
42,-0.4523641799705758,-0.45361131219450024,-0.39270895412158296,-0.45361131219450024,-0.4496627946233473,-0.3992398726935123,-0.39544118726233607,-0.40318927163019447,-0.4271703463162438,1.5999703710167505,-0.2958468824542368,2.925279717387891,-0.40240397494361024
43,-0.4510324496215011,-0.4524072116156099,-0.39279623408491154,-0.4524072116156099,-0.44854241886108703,-0.39882634599431216,-0.39633320959686325,-0.40305432574652567,-0.426526902991573,1.5576300915179238,-0.297988036825523,2.9505083016635902,-0.3882240462279984
44,-0.4792942272743685,-0.4803701500157655,-0.41977331129171813,-0.4803701500157655,-0.4764414403560877,-0.4271484113448185,-0.12959250183025248,-0.43020105382815294,-0.454061826401852,1.5629096506648479,-0.3233971524527484,2.934362560658157,-0.3966219865114743
45,-0.4721517117422848,-0.4736317807128956,-0.4139696841843678,-0.4736317807128956,-0.4697636737310171,-0.4245724417150526,-0.18179692359795513,-0.4295940734575984,-0.44772927860210204,1.5381292165587352,-0.3190801847851608,2.953269248545088,-0.3854769318624949
46,-0.4748172957052407,-0.4764451592421466,-0.41672686958394134,-0.4764451592421466,-0.47257340905880707,-0.42644081424035557,-0.18865658534659863,-0.43236597478878763,-0.4505182606929981,1.5372106280750513,-0.3217479978988941,2.953683518810196,-0.3541566210853297
47,-0.5145977759978999,-0.5165967743863333,-0.45634868757133384,-0.5165967743863333,-0.5126906755595433,-0.4640213816953858,0.22887521153008678,-0.4669910630802178,-0.49043986259979233,1.5149233743683554,-0.3605272007266384,2.907691737295712,-0.3526801271906761
48,-0.527565585259286,-0.5297626208639588,-0.46996226624037607,-0.5297626208639588,-0.5258855501155701,-0.4830387258404098,0.29498033074637897,-0.47896260904913524,-0.5038000935309995,1.486660335329207,-0.37485287444396875,2.905079745286545,-0.2631274651544676
49,-0.49661843799578603,-0.49852187767053696,-0.43867399965020243,-0.49852187767053696,-0.4946417258104632,-0.45000265731309635,0.03846342439324621,-0.44579598374515483,-0.47253871789325713,1.5195035316981966,-0.3434890243327673,2.9390501608635846,-0.3582128148732258
50,-0.5029651027012576,-0.32241715927313375,-0.45503542736761016,-0.5037311976835507,-0.49994087088059014,-0.45224664477682136,-0.10915731409516707,-0.4448930654190046,-0.46919519036728086,1.5943312467798458,-0.35867996695521714,2.91153456582238,-0.38760387308259314
51,-0.5124451496056498,-0.33106183976727027,-0.46400533493407475,-0.5128205245656358,-0.5090209025358033,-0.45989412658744505,0.03245552982946078,-0.4538381003134729,-0.47819982269928046,1.590387113815451,-0.3674135767269434,2.8970589540063676,-0.4312022199157031
52,-0.4788965752808664,-0.29948322323916154,-0.4310470760902761,-0.47935567830904474,-0.47559548746258384,-0.4235866518823776,-0.2986266877388287,-0.420985353567867,-0.4450942582957337,1.602025587499604,-0.33545771425313814,2.920233722511748,-0.4341306038914741
53,-0.4812412834354729,-0.30165379960187627,-0.43332151964088517,-0.4816682605927088,-0.4779051011462814,-0.43025270168685104,-0.2982249527258604,-0.4232518535777456,-0.4473797918325502,1.6013562165869244,-0.3376566918000428,2.920605052134025,-0.4094053126806746
54,-0.5271950786558526,-0.035335213383175905,-0.5010470015789026,-0.5272842854209154,-0.5245949638271091,-0.48866300360547255,-0.21506060770096339,-0.47927202378632017,-0.5076063225394059,2.5490372450550822,-0.388882613154298,2.0761102038028016,-0.43020633520546814
55,-0.5236407920645927,0.2627633109177941,-0.5130936640568527,-0.523755361617892,-0.5202335057842045,-0.46040565209332324,-0.3323691513008751,-0.4477549362004048,-0.4800598798103539,1.451280416082831,-0.3673255367469056,2.9363150607938215,-0.4817203081190403
56,-0.5330565209723356,0.14215886734066446,-0.5273400364443492,-0.5332198036980984,-0.5299620948142644,-0.4825028383187993,-0.249560761861818,-0.4602185204270897,-0.5173285408501276,1.953762832009346,-0.39576038006315023,2.620401308481725,-0.48737351038170246
57,-0.5443553393391242,0.3079733217992682,-0.5332250606204598,-0.5444774102839585,-0.5409738377750964,-0.48637436838516573,-0.19923486379025168,-0.47351259173949406,-0.5018548736797971,1.6377964638491018,-0.4157573497393912,2.804801516071039,-0.5108056063666709
58,-0.4993762460538889,-0.29288727332814773,-0.4580249292890935,-0.5006598651260161,-0.4968950257626387,-0.4495893620621001,-0.2579814779061058,-0.43571181511073687,-0.43417263575069825,1.8596367776977691,-0.3369350627892958,2.746243981417633,-0.4436470659366811
59,-0.5117486987275671,-0.30656214348724364,-0.4703209379238291,-0.5125998818322178,-0.5088664780134069,-0.46375245482539135,-0.12360063183690656,-0.45546973774392335,-0.4466678055618261,1.8279888257666888,-0.3502421440163782,2.758455252132592,-0.43661316393059135
60,-0.5274332365973879,-0.3216253424000506,-0.4861843346570469,-0.5286698721647667,-0.52491822528543,-0.48112416634959726,0.01958404265220146,-0.46883069035028746,-0.46241562264005753,1.8233559859624078,-0.3655187827101704,2.743544694048712,-0.41976444950852604
61,-0.5495063178784702,-0.3380899097155751,-0.5072857758101279,-0.5509684528642325,-0.5471110936623788,-0.5001671173272368,0.24434578433915144,-0.49290795900586765,-0.48284731905666206,1.8673317973045152,-0.3832201608630904,2.6684363308815424,-0.428009806341568
62,-0.5237576344403014,-0.31860533391534257,-0.4823827718960251,-0.5246665291602879,-0.5209327003024494,-0.4714532861002332,0.034171432344003765,-0.46511072251059377,-0.4587269466819054,1.8161886488222907,-0.362290307307271,2.7467610065484633,-0.4691948554003486
63,-0.5110276551351774,-0.3054976926319322,-0.4696836879659014,-0.5120729258150841,-0.5083297825898054,-0.45619845674370524,-0.15345832100913237,-0.44612667467462747,-0.44596885119647556,1.8346217231455222,-0.34929164206676044,2.756608303888566,-0.43357433720548644
64,-0.5021568059472334,-0.3466422300544206,-0.4900532536236765,-0.5023303759887865,-0.4986285567017414,-0.4391298852049159,0.027009320188057708,-0.42027916449518293,-0.47564097954289525,1.4193061681153876,-0.3368561180242604,2.996115710138646,-0.43071382885897824
65,-0.5165625972788863,0.09874464247190913,-0.4909069437149957,-0.5168383784722692,-0.5137758529430719,-0.4684381634505332,-0.37987115631218954,-0.4659642891851138,-0.4860592274250603,2.076305097255082,-0.3929522955072533,2.5372228841870355,-0.4809037196246528
66,-0.5295127618781881,0.08822411945668165,-0.5038146629804932,-0.5298510807909236,-0.5267761566696918,-0.4851410659930125,-0.28957434669466703,-0.4787710284604606,-0.49894732077854337,2.0737907002521134,-0.405463446741093,2.536574506437508,-0.45073745515923014
67,-0.48215297538592433,-0.38753959098609964,-0.4364351610856143,-0.4825931876025745,-0.4794830339212835,-0.43789518432964336,-0.3198614301951695,-0.43318052593746625,-0.45217603668530254,2.1408860790121333,-0.33887214951846445,2.5303016536305076,-0.4209984569950988
68,-0.49502573004836675,-0.4007641710068058,-0.4497838471299229,-0.4960590312772513,-0.4929409834492023,-0.4534126754090215,-0.21551096264105968,-0.44652095111426293,-0.4655646759907087,2.1340791121870453,-0.3519732025483377,2.5297433720299347,-0.3962662536020407
69,-0.48977997962224057,-0.39560027133688375,-0.44454816625589694,-0.49075558805347236,-0.48764210609050557,-0.4459564649433025,-0.23954555192167845,-0.44129004821152096,-0.460305886704164,2.1355311533243735,-0.3468807491779904,2.5306160283316492,-0.4238423693383673
70,-0.465837386558042,-0.46655279211889844,-0.37893060638517473,-0.46655279211889844,-0.46320515449558414,-0.4145387712259007,-0.4130554354267082,-0.4236957354463806,-0.43413015169938923,2.005673539868681,-0.3109241181052541,2.643832159925672,-0.41208275621412294
71,-0.4764116946335054,-0.4777173308202167,-0.3888163029898474,-0.4777173308202167,-0.4743208345673081,-0.42869429410450616,-0.3337979980698501,-0.43423477721730164,-0.4448214833344186,2.030591039971887,-0.3198172628883859,2.6222228570039654,-0.39646458753029545
72,-0.4645036479166283,-0.46523765555784474,-0.3786529479896431,-0.46523765555784474,-0.46192965516694123,-0.4166589088972395,-0.402762103380974,-0.4228880418367205,-0.4331989108517572,1.9777166282813328,-0.31145168096862447,2.6658287677063286,-0.42102418786344387
73,-0.4661645248046042,-0.4677656843835223,-0.37918113528630976,-0.4677656843835223,-0.464381279316256,-0.4165898741048829,-0.4169586349475632,-0.42443792430565996,-0.4349869428119358,2.031613360449948,-0.3104277248399071,2.6230238052552974,-0.40597775652108176
74,-0.4644184426730653,-0.464977808599047,-0.37408792979527944,-0.464977808599047,-0.4618820270684744,-0.42053882109039276,-0.42247279902596785,-0.43485946723238933,-0.42955696728814774,2.354521159748538,-0.3325038620962836,2.332701921501024,-0.4169471477814676
75,-0.49109956306101193,-0.4917882509545421,-0.39889647557614777,-0.4917882509545421,-0.48862428323510654,-0.44627634915964054,-0.16597921806071927,-0.4591885231432593,-0.4555872472996729,2.3898116399730465,-0.3563964972853313,2.282873875176563,-0.427060856419636
76,-0.5105917776890173,-0.5113370969187372,-0.4171536465365215,-0.5113370969187372,-0.5081291337217748,-0.46524373098343463,0.03555823070987311,-0.48159039562186934,-0.47463271251413247,2.4103319016877984,-0.37406269924551555,2.2316549584061827,-0.4234668006541135
77,-0.49188545808344597,-0.49251302903806676,-0.40003875147076406,-0.49251302903806676,-0.48936328162599263,-0.44825799674942773,-0.16240220186873988,-0.46303009588225597,-0.4564747291287516,2.3761356437434205,-0.35772978737722805,2.2965630775436523,-0.41849036102433346
78,-0.49888684782727327,-0.4992946239146456,-0.40663137203744987,-0.4992946239146456,-0.49613843988733974,-0.4542846951774138,-0.11145233039902513,-0.46308084283612283,-0.46318267852212974,2.3752162293296175,-0.36423594814663623,2.2914365160189805,-0.4101703426859164
79,-0.485025625446364,-0.4856224316585411,-0.39432609563575205,-0.4856224316585411,-0.4825128058719504,-0.44382393767585493,-0.2251823772209667,-0.4535826122839339,-0.45004318924903636,2.3464852641380327,-0.3525560650469935,2.3326805180831447,-0.4208682104732425
80,-0.4951380843516718,-0.2895942667753398,-0.4554532373932935,-0.49547680229911556,-0.4919685638937904,-0.440077929640378,-0.219594204697256,-0.4510004099149853,-0.4625355966153114,1.818642896988124,-0.33900607530104593,2.7731143316763482,-0.4519120577822846
81,-0.5212419179799154,-0.3147741661851929,-0.4814019843609013,-0.5216110805045926,-0.51808657948459,-0.46684893906938835,0.06084167021883708,-0.4769285155780013,-0.48851717421348867,1.8032358364454604,-0.3644150256218488,2.7516244559827716,-0.46187657964914997
82,-0.495034449644711,-0.2894330044568771,-0.4553083037882975,-0.4953358089894248,-0.4918272252001902,-0.4434318300228602,-0.23013299675150334,-0.45085503793186754,-0.4623913602642172,1.8190117139564113,-0.33884967754468853,2.773577115769302,-0.43998913513107596
83,-0.5071393493034613,-0.29887559242729383,-0.4668915247970724,-0.5074355879210607,-0.5038817255978468,-0.4559880082326582,-0.11784551633870424,-0.4623807892145332,-0.47406598864205796,1.8367787614288782,-0.3489299913457979,2.7514394776663416,-0.44478416527473313
84,-0.4836721925145606,-0.4841029141646447,-0.4458751970490548,-0.4841029141646447,-0.48028014245308576,-0.42970717148056814,-0.07543244165945241,-0.4434112546585756,-0.45856100963307017,1.6188472256016575,-0.32659450288660186,2.895091055362664,-0.40219854030006247
85,-0.4877441453896544,-0.4882363800914443,-0.44969873735322674,-0.4882363800914443,-0.4843826158176226,-0.43133113034659293,-0.006730420711932976,-0.4501476279356786,-0.4624873983064437,1.631763120206939,-0.32945099241727394,2.8788721379938016,-0.4321894297394263
86,-0.4838657624507983,-0.48430843011246233,-0.4459973699568826,-0.48430843011246233,-0.48047732409690436,-0.43298526155214784,-0.09949132253637222,-0.44653321284725467,-0.4587108398080661,1.6232265049494945,-0.3264566232353522,2.894488164766826,-0.37458009300761713
87,-0.48789172156886224,-0.4885022959841075,-0.4501652924258495,-0.4885022959841075,-0.48466859562828174,-0.43623931184600123,-0.003526393509931152,-0.45650413239058246,-0.4628873715576545,1.6204598151271876,-0.33054359535431416,2.8854101663868565,-0.41643897526435314
88,-0.5041087293629714,-0.5045769789437827,-0.47636618264402253,-0.5045769789437827,-0.5005315011166324,-0.44660834267621113,0.20937953738152457,-0.47626938900275945,-0.4880310573603457,1.7291224348202145,-0.3573182768511932,2.778961159289293,-0.4590756945893309
89,-0.4906514490717516,-0.4910915574288902,-0.4627858332145812,-0.4910915574288902,-0.487032466771765,-0.43233020208780715,0.032688852519173396,-0.46274847961957705,-0.47448995964923685,1.7501241428243137,-0.3433373371899752,2.7965228508758653,-0.4437770037568781
90,-0.49516042080523975,-0.49555213042679913,-0.467035268566906,-0.49555213042679913,-0.49146276225979396,-0.44188858129045483,0.057223402986377875,-0.46969210346804624,-0.4788266982509088,1.762381213318402,-0.34669578406137475,2.7841378649435455,-0.42187660169200203
91,-0.4991885731247841,-0.49951639130191455,-0.4710865849943143,-0.49951639130191455,-0.4954395070542851,-0.4461167111259088,0.11660169847276537,-0.47373697661460346,-0.482842018100976,1.7515239908247915,-0.3511144698135613,2.7815833953127713,-0.43115146117806646
92,-0.5189836760559543,-0.28381128786813997,-0.3928261466334249,-0.5193372172993111,-0.5154342161830232,-0.4651494302494681,-0.06847329524535484,-0.48850098498853506,-0.48569065595200095,1.7518056736441254,-0.3662453631690499,2.8033448321509367,-0.45069823215079835
93,-0.49972215003412107,-0.2657608652062478,-0.3741628226221387,-0.49996262505539474,-0.49608156732075176,-0.44801165611171434,-0.25823295149681097,-0.4692997596471452,-0.4665052307912309,1.7584114877756651,-0.3477314811534492,2.81507964212362,-0.4480200204602804
94,-0.5352729053128069,-0.3008422923736972,-0.4095168362524477,-0.5356329735932199,-0.5317421565901536,-0.4832327247739057,0.11255701420210543,-0.5053198195714851,-0.5020914477047167,1.72842002388075,-0.3830190308005301,2.7925249326935155,-0.44683178380340755
95,-0.49589790869951716,-0.496975030320752,-0.4714679712797094,-0.496975030320752,-0.49304747278675065,-0.43850296591005744,0.013166150500100275,-0.4661264930334676,-0.47932308634771215,1.9389932379587504,-0.33810753456339315,2.6625464214136554,-0.43828231661039446
96,-0.4991259459119526,-0.5000824673923747,-0.4760530247774587,-0.5000824673923747,-0.4963824321108392,-0.44883905741461444,0.07861968001183056,-0.47102097679457045,-0.4834530953405297,1.7947708757622327,-0.3504181189257699,2.7578609581448346,-0.40579392785841367
97,-0.49769044566428966,-0.4986843532244437,-0.4749121704151649,-0.4986843532244437,-0.4950239306119423,-0.4323114317406823,0.1264664749780426,-0.46993399566216304,-0.48223301564016774,1.7716002334056382,-0.3506223149659601,2.7660835903751195,-0.4640542876095428
98,-0.4729821036409184,-0.4736590182657047,-0.44976402296055756,-0.4736590182657047,-0.46997968507858,-0.40900197214589473,-0.16856374949064237,-0.44476012982606794,-0.45712268933480704,1.8083543741981762,-0.32483205788762554,2.780111743822379,-0.44414167112405234
99,-0.49088112244163123,-0.4914459746247474,-0.46764972376168823,-0.4914459746247474,-0.4877818460316466,-0.43038265407095955,0.023178827777051467,-0.46266650887507116,-0.47497798094788984,1.7811371527815962,-0.34323403153302934,2.776627370547636,-0.44047753419487323
100,-0.5090197386600057,-0.5100998243185227,-0.4479073499682867,-0.5100998243185227,-0.5063217768112654,-0.46122496743136876,0.07041170612351723,-0.48991778515379314,-0.47377244444104843,2.2798429502715067,-0.35825137643068006,2.3580194717678316,-0.4416590406293611
101,-0.5033476947333124,-0.5041772125220895,-0.442064963817297,-0.5041772125220895,-0.5004040385353498,-0.4549735725142393,0.013182989890492812,-0.48345305439992153,-0.4678966934188229,2.282166654608789,-0.35252464267043493,2.366192336851954,-0.4485228962176785
102,-0.45000229251345425,-0.4522621501032279,-0.36770024693631803,-0.4522621501032279,-0.4471252120603782,-0.3889889036331277,0.3913811361647749,-0.425444369901451,-0.40286851507582727,3.34116902000114,-0.2457967556886933,0.24715172188476497,-0.34725128203497413
103,-0.5149196892440868,-0.5164583644110271,-0.45421622354334656,-0.5164583644110271,-0.5126772997788783,-0.47183453047353235,0.11905134491552413,-0.4967190256477687,-0.4801019737172885,2.2757124408680993,-0.3644886513111997,2.3518427229807886,-0.4187323862262577
104,-0.5160184182807096,-0.5170353117645398,-0.4546813846758107,-0.5170353117645398,-0.5132474563806451,-0.4721128037790033,0.13855504314032221,-0.49939993121759896,-0.4806136253809364,2.2801502024962046,-0.3647926626810774,2.343451093430908,-0.4272194331425737
105,-0.5217151958559514,-0.522679704380703,-0.4604251954689732,-0.522679704380703,-0.5188978884187755,-0.48012700208601483,0.18059261007773944,-0.5073568042841933,-0.48631608936216925,2.2700459290426878,-0.370679793603232,2.3431367952299405,-0.4028979565096529
106,-0.5203437002355699,-0.5215873360880088,-0.45940554346606566,-0.5215873360880088,-0.517809937470788,-0.47919330083781486,0.1459952272246747,-0.5055261277367101,-0.48526619553780836,2.2678762581673824,-0.3697649685881711,2.3526498002115503,-0.3860368395546609
107,-0.5150865195075268,-0.5160489309178511,-0.4532430936656131,-0.5160489309178511,-0.5122336230473881,-0.47109433222106817,0.10907458939647983,-0.5004766051019457,-0.4793632783172448,2.3014091888087105,-0.3627029030473169,2.328483200427958,-0.4126687618893426
